bedroom_tv,owns_pc,sex,homework_weekday,hobbies_weekday,homework_weekend,hobbies_weekend,pa_self_efficacy_high,tv_self_efficacy_high,gaming_self_efficacy_high,pcs_in_house,active_5plus_days,weekday_tv,weekday_gaming,weekday_online,weekend_tv,weekend_gaming,weekend_online,high_weekday_tv,high_weekday_gaming
no,yes,boy,1_to_2_hours,up_to_30_min,up_to_30_min,2_plus_hours,1,1,0,more_than_two,1,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
no,yes,boy,1_to_2_hours,up_to_30_min,1_to_2_hours,up_to_30_min,0,0,0,zero_to_two,0,up_to_1_5_hours,1_5_to_2_hours,up_to_1_5_hours,up_to_2_5_hours,2_to_2_5_hours,up_to_1_5_hours,0,0
yes,yes,boy,2_plus_hours,2_plus_hours,2_plus_hours,2_plus_hours,0,0,1,more_than_two,0,2_to_2_5_hours,1_5_to_2_hours,up_to_1_5_hours,3_to_3_5_hours,2_to_2_5_hours,up_to_1_5_hours,0,0
no,yes,boy,2_plus_hours,up_to_30_min,up_to_30_min,up_to_30_min,0,0,0,more_than_two,0,2_to_2_5_hours,2_5_plus_hours,up_to_1_5_hours,up_to_2_5_hours,2_to_2_5_hours,up_to_1_5_hours,0,1
yes,yes,boy,1_to_2_hours,up_to_30_min,up_to_30_min,up_to_30_min,1,0,0,zero_to_two,0,2_to_2_5_hours,2_5_plus_hours,up_to_1_5_hours,up_to_2_5_hours,3_plus_hours,up_to_1_5_hours,0,1
no,yes,boy,1_to_2_hours,1_to_2_hours,up_to_30_min,2_plus_hours,1,1,1,zero_to_two,1,up_to_1_5_hours,1_5_to_2_hours,up_to_1_5_hours,3_to_3_5_hours,3_plus_hours,up_to_1_5_hours,0,0
yes,yes,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,1,1,1,more_than_two,1,2_to_2_5_hours,up_to_1_hour,3_plus_hours,up_to_2_5_hours,up_to_1_5_hours,3_plus_hours,0,0
yes,yes,boy,1_to_2_hours,1_to_2_hours,up_to_30_min,1_to_2_hours,1,0,1,more_than_two,1,2_to_2_5_hours,up_to_1_hour,2_to_2_5_hours,3_to_3_5_hours,2_to_2_5_hours,2_to_2_5_hours,0,0
yes,yes,boy,up_to_30_min,2_plus_hours,up_to_30_min,2_plus_hours,0,1,1,more_than_two,0,3_plus_hours,2_5_plus_hours,up_to_1_5_hours,4_plus_hours,3_plus_hours,up_to_1_5_hours,1,1
yes,yes,boy,1_to_2_hours,up_to_30_min,up_to_30_min,up_to_30_min,1,1,1,zero_to_two,1,2_to_2_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
yes,yes,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,1,0,1,more_than_two,0,3_plus_hours,1_5_to_2_hours,3_plus_hours,4_plus_hours,2_to_2_5_hours,2_to_2_5_hours,1,0
no,yes,boy,up_to_30_min,1_to_2_hours,up_to_30_min,1_to_2_hours,1,1,1,more_than_two,1,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,3_to_3_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
no,yes,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,1,0,0,zero_to_two,1,3_plus_hours,1_5_to_2_hours,3_plus_hours,3_to_3_5_hours,2_to_2_5_hours,3_plus_hours,1,0
no,yes,boy,2_plus_hours,2_plus_hours,up_to_30_min,2_plus_hours,0,0,0,more_than_two,0,3_plus_hours,2_5_plus_hours,2_to_2_5_hours,3_to_3_5_hours,3_plus_hours,3_plus_hours,1,1
no,yes,boy,1_to_2_hours,2_plus_hours,up_to_30_min,2_plus_hours,1,0,0,more_than_two,1,2_to_2_5_hours,up_to_1_hour,2_to_2_5_hours,4_plus_hours,up_to_1_5_hours,3_plus_hours,0,0
no,no,boy,up_to_30_min,2_plus_hours,,,1,0,1,zero_to_two,0,up_to_1_5_hours,up_to_1_hour,2_to_2_5_hours,up_to_2_5_hours,up_to_1_5_hours,2_to_2_5_hours,0,0
yes,yes,boy,up_to_30_min,1_to_2_hours,up_to_30_min,1_to_2_hours,1,,0,more_than_two,0,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
yes,yes,boy,1_to_2_hours,up_to_30_min,up_to_30_min,up_to_30_min,1,0,0,more_than_two,0,2_to_2_5_hours,2_5_plus_hours,3_plus_hours,4_plus_hours,3_plus_hours,3_plus_hours,0,1
no,no,boy,1_to_2_hours,up_to_30_min,up_to_30_min,up_to_30_min,0,0,0,zero_to_two,1,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,2_to_2_5_hours,up_to_1_5_hours,0,0
yes,yes,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,1,0,1,zero_to_two,1,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
no,yes,boy,up_to_30_min,1_to_2_hours,up_to_30_min,2_plus_hours,1,1,1,more_than_two,1,2_to_2_5_hours,2_5_plus_hours,3_plus_hours,3_to_3_5_hours,2_to_2_5_hours,up_to_1_5_hours,0,1
yes,yes,boy,up_to_30_min,,up_to_30_min,1_to_2_hours,1,1,1,more_than_two,0,2_to_2_5_hours,2_5_plus_hours,3_plus_hours,up_to_2_5_hours,2_to_2_5_hours,3_plus_hours,0,1
yes,yes,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,0,0,0,zero_to_two,0,3_plus_hours,2_5_plus_hours,3_plus_hours,4_plus_hours,3_plus_hours,3_plus_hours,1,1
,,boy,,,,,,,,,,,,,,,,,
no,yes,boy,up_to_30_min,2_plus_hours,up_to_30_min,2_plus_hours,0,0,0,more_than_two,0,,2_5_plus_hours,3_plus_hours,4_plus_hours,3_plus_hours,3_plus_hours,,1
yes,yes,boy,up_to_30_min,2_plus_hours,up_to_30_min,2_plus_hours,1,0,0,zero_to_two,0,up_to_1_5_hours,2_5_plus_hours,2_to_2_5_hours,up_to_2_5_hours,3_plus_hours,3_plus_hours,0,1
yes,yes,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,1,0,0,more_than_two,1,2_to_2_5_hours,2_5_plus_hours,3_plus_hours,up_to_2_5_hours,up_to_1_5_hours,3_plus_hours,0,1
no,yes,boy,1_to_2_hours,up_to_30_min,up_to_30_min,2_plus_hours,0,0,0,more_than_two,0,2_to_2_5_hours,2_5_plus_hours,3_plus_hours,3_to_3_5_hours,3_plus_hours,3_plus_hours,0,1
yes,yes,boy,1_to_2_hours,up_to_30_min,1_to_2_hours,up_to_30_min,1,0,0,more_than_two,0,2_to_2_5_hours,up_to_1_hour,3_plus_hours,3_to_3_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
yes,yes,boy,up_to_30_min,1_to_2_hours,,,1,,,,0,up_to_1_5_hours,,up_to_1_5_hours,,up_to_1_5_hours,,0,
no,yes,boy,up_to_30_min,2_plus_hours,up_to_30_min,2_plus_hours,0,0,1,more_than_two,0,up_to_1_5_hours,2_5_plus_hours,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,1
yes,yes,boy,1_to_2_hours,up_to_30_min,up_to_30_min,up_to_30_min,1,0,1,more_than_two,1,2_to_2_5_hours,2_5_plus_hours,3_plus_hours,4_plus_hours,3_plus_hours,3_plus_hours,0,1
yes,yes,boy,up_to_30_min,2_plus_hours,up_to_30_min,2_plus_hours,0,0,0,more_than_two,0,2_to_2_5_hours,2_5_plus_hours,up_to_1_5_hours,4_plus_hours,3_plus_hours,up_to_1_5_hours,0,1
yes,yes,boy,1_to_2_hours,up_to_30_min,1_to_2_hours,1_to_2_hours,0,0,0,zero_to_two,0,3_plus_hours,2_5_plus_hours,up_to_1_5_hours,3_to_3_5_hours,2_to_2_5_hours,2_to_2_5_hours,1,1
no,yes,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,0,1,1,more_than_two,0,3_plus_hours,1_5_to_2_hours,up_to_1_5_hours,4_plus_hours,3_plus_hours,up_to_1_5_hours,1,0
yes,yes,boy,up_to_30_min,1_to_2_hours,up_to_30_min,up_to_30_min,1,1,1,more_than_two,1,up_to_1_5_hours,2_5_plus_hours,3_plus_hours,4_plus_hours,3_plus_hours,2_to_2_5_hours,0,1
no,yes,boy,2_plus_hours,up_to_30_min,up_to_30_min,up_to_30_min,1,1,0,more_than_two,1,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
no,no,boy,1_to_2_hours,1_to_2_hours,up_to_30_min,1_to_2_hours,1,0,1,zero_to_two,1,2_to_2_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
no,yes,boy,1_to_2_hours,up_to_30_min,up_to_30_min,2_plus_hours,1,0,1,zero_to_two,1,up_to_1_5_hours,1_5_to_2_hours,2_to_2_5_hours,up_to_2_5_hours,,3_plus_hours,0,0
yes,yes,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,0,0,0,more_than_two,0,up_to_1_5_hours,2_5_plus_hours,3_plus_hours,up_to_2_5_hours,3_plus_hours,3_plus_hours,0,1
yes,no,boy,1_to_2_hours,1_to_2_hours,up_to_30_min,2_plus_hours,1,0,0,more_than_two,0,2_to_2_5_hours,1_5_to_2_hours,up_to_1_5_hours,3_to_3_5_hours,2_to_2_5_hours,up_to_1_5_hours,0,0
no,yes,boy,1_to_2_hours,up_to_30_min,1_to_2_hours,up_to_30_min,0,0,1,more_than_two,1,3_plus_hours,2_5_plus_hours,2_to_2_5_hours,3_to_3_5_hours,2_to_2_5_hours,3_plus_hours,1,1
no,yes,boy,2_plus_hours,1_to_2_hours,up_to_30_min,1_to_2_hours,1,1,1,more_than_two,1,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
no,no,boy,1_to_2_hours,2_plus_hours,up_to_30_min,2_plus_hours,1,1,1,zero_to_two,0,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,2_to_2_5_hours,up_to_1_5_hours,0,0
yes,yes,boy,1_to_2_hours,2_plus_hours,up_to_30_min,1_to_2_hours,1,0,0,more_than_two,1,2_to_2_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,3_plus_hours,up_to_1_5_hours,0,0
yes,yes,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,0,0,0,more_than_two,0,3_plus_hours,2_5_plus_hours,2_to_2_5_hours,4_plus_hours,3_plus_hours,2_to_2_5_hours,1,1
yes,yes,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,,,,zero_to_two,0,3_plus_hours,2_5_plus_hours,up_to_1_5_hours,4_plus_hours,3_plus_hours,up_to_1_5_hours,1,1
yes,yes,boy,1_to_2_hours,up_to_30_min,up_to_30_min,up_to_30_min,0,0,0,zero_to_two,1,up_to_1_5_hours,2_5_plus_hours,up_to_1_5_hours,up_to_2_5_hours,2_to_2_5_hours,2_to_2_5_hours,0,1
yes,yes,boy,2_plus_hours,up_to_30_min,,,0,0,1,zero_to_two,0,3_plus_hours,2_5_plus_hours,3_plus_hours,4_plus_hours,3_plus_hours,3_plus_hours,1,1
no,yes,boy,1_to_2_hours,2_plus_hours,up_to_30_min,2_plus_hours,1,0,0,more_than_two,0,up_to_1_5_hours,1_5_to_2_hours,up_to_1_5_hours,up_to_2_5_hours,2_to_2_5_hours,2_to_2_5_hours,0,0
yes,yes,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,1,1,1,more_than_two,0,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,3_plus_hours,up_to_1_5_hours,0,0
no,yes,boy,1_to_2_hours,,up_to_30_min,up_to_30_min,0,1,0,more_than_two,0,3_plus_hours,2_5_plus_hours,2_to_2_5_hours,4_plus_hours,3_plus_hours,3_plus_hours,1,1
no,yes,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,0,0,0,more_than_two,1,3_plus_hours,up_to_1_hour,up_to_1_5_hours,3_to_3_5_hours,up_to_1_5_hours,up_to_1_5_hours,1,0
yes,yes,boy,1_to_2_hours,up_to_30_min,1_to_2_hours,up_to_30_min,1,0,1,more_than_two,1,3_plus_hours,up_to_1_hour,2_to_2_5_hours,3_to_3_5_hours,3_plus_hours,up_to_1_5_hours,1,0
yes,yes,boy,up_to_30_min,up_to_30_min,up_to_30_min,1_to_2_hours,1,1,0,more_than_two,0,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,2_to_2_5_hours,2_to_2_5_hours,0,0
yes,yes,boy,up_to_30_min,2_plus_hours,up_to_30_min,2_plus_hours,0,1,0,,1,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,3_plus_hours,up_to_1_5_hours,0,0
no,no,boy,1_to_2_hours,2_plus_hours,1_to_2_hours,2_plus_hours,1,,1,more_than_two,1,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
yes,no,boy,1_to_2_hours,up_to_30_min,1_to_2_hours,up_to_30_min,0,0,0,zero_to_two,0,2_to_2_5_hours,2_5_plus_hours,up_to_1_5_hours,3_to_3_5_hours,3_plus_hours,up_to_1_5_hours,0,1
yes,yes,boy,2_plus_hours,1_to_2_hours,1_to_2_hours,1_to_2_hours,0,1,1,more_than_two,0,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,2_to_2_5_hours,up_to_1_5_hours,0,0
yes,yes,boy,1_to_2_hours,2_plus_hours,1_to_2_hours,2_plus_hours,0,0,0,more_than_two,1,up_to_1_5_hours,1_5_to_2_hours,2_to_2_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
yes,yes,boy,1_to_2_hours,2_plus_hours,1_to_2_hours,2_plus_hours,0,0,1,more_than_two,0,up_to_1_5_hours,2_5_plus_hours,2_to_2_5_hours,4_plus_hours,3_plus_hours,3_plus_hours,0,1
yes,yes,boy,up_to_30_min,1_to_2_hours,up_to_30_min,1_to_2_hours,1,0,1,more_than_two,0,up_to_1_5_hours,up_to_1_hour,3_plus_hours,3_to_3_5_hours,2_to_2_5_hours,3_plus_hours,0,0
yes,yes,boy,up_to_30_min,1_to_2_hours,up_to_30_min,2_plus_hours,0,0,0,zero_to_two,1,3_plus_hours,2_5_plus_hours,3_plus_hours,4_plus_hours,3_plus_hours,3_plus_hours,1,1
yes,yes,boy,1_to_2_hours,1_to_2_hours,up_to_30_min,up_to_30_min,1,0,0,zero_to_two,1,up_to_1_5_hours,1_5_to_2_hours,up_to_1_5_hours,up_to_2_5_hours,3_plus_hours,up_to_1_5_hours,0,0
yes,yes,boy,1_to_2_hours,up_to_30_min,up_to_30_min,up_to_30_min,1,0,1,more_than_two,0,2_to_2_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,2_to_2_5_hours,up_to_1_5_hours,0,0
no,no,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,1,1,1,more_than_two,1,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
yes,yes,boy,1_to_2_hours,up_to_30_min,up_to_30_min,up_to_30_min,0,0,0,more_than_two,0,up_to_1_5_hours,2_5_plus_hours,up_to_1_5_hours,up_to_2_5_hours,3_plus_hours,up_to_1_5_hours,0,1
no,yes,boy,1_to_2_hours,1_to_2_hours,up_to_30_min,1_to_2_hours,0,0,0,more_than_two,1,up_to_1_5_hours,1_5_to_2_hours,2_to_2_5_hours,3_to_3_5_hours,2_to_2_5_hours,2_to_2_5_hours,0,0
no,no,boy,2_plus_hours,2_plus_hours,2_plus_hours,1_to_2_hours,1,1,0,more_than_two,1,3_plus_hours,2_5_plus_hours,2_to_2_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,1,1
no,yes,boy,2_plus_hours,2_plus_hours,,,,0,0,more_than_two,1,3_plus_hours,up_to_1_hour,3_plus_hours,,up_to_1_5_hours,3_plus_hours,1,0
no,,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,1,1,1,more_than_two,1,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
yes,yes,boy,1_to_2_hours,1_to_2_hours,1_to_2_hours,1_to_2_hours,1,1,1,zero_to_two,1,up_to_1_5_hours,up_to_1_hour,2_to_2_5_hours,4_plus_hours,3_plus_hours,up_to_1_5_hours,0,0
no,yes,boy,1_to_2_hours,2_plus_hours,,,1,0,0,more_than_two,1,3_plus_hours,1_5_to_2_hours,up_to_1_5_hours,4_plus_hours,3_plus_hours,2_to_2_5_hours,1,0
yes,yes,boy,1_to_2_hours,1_to_2_hours,up_to_30_min,up_to_30_min,0,0,1,more_than_two,0,3_plus_hours,2_5_plus_hours,up_to_1_5_hours,4_plus_hours,3_plus_hours,up_to_1_5_hours,1,1
no,yes,boy,1_to_2_hours,up_to_30_min,1_to_2_hours,up_to_30_min,1,1,0,more_than_two,1,up_to_1_5_hours,2_5_plus_hours,2_to_2_5_hours,up_to_2_5_hours,3_plus_hours,3_plus_hours,0,1
yes,yes,boy,1_to_2_hours,2_plus_hours,up_to_30_min,2_plus_hours,0,0,0,more_than_two,1,2_to_2_5_hours,up_to_1_hour,up_to_1_5_hours,3_to_3_5_hours,3_plus_hours,up_to_1_5_hours,0,0
no,yes,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,1,0,1,more_than_two,1,2_to_2_5_hours,2_5_plus_hours,3_plus_hours,up_to_2_5_hours,3_plus_hours,3_plus_hours,0,1
yes,no,boy,up_to_30_min,2_plus_hours,up_to_30_min,up_to_30_min,1,0,0,more_than_two,1,up_to_1_5_hours,1_5_to_2_hours,3_plus_hours,up_to_2_5_hours,3_plus_hours,3_plus_hours,0,0
yes,no,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,1,0,0,zero_to_two,1,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
yes,yes,boy,up_to_30_min,2_plus_hours,up_to_30_min,2_plus_hours,1,1,1,more_than_two,1,up_to_1_5_hours,,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,
yes,yes,boy,2_plus_hours,1_to_2_hours,2_plus_hours,1_to_2_hours,,1,1,zero_to_two,1,2_to_2_5_hours,1_5_to_2_hours,2_to_2_5_hours,3_to_3_5_hours,3_plus_hours,3_plus_hours,0,0
yes,no,boy,1_to_2_hours,2_plus_hours,1_to_2_hours,2_plus_hours,1,1,1,more_than_two,1,3_plus_hours,up_to_1_hour,3_plus_hours,3_to_3_5_hours,up_to_1_5_hours,3_plus_hours,1,0
yes,no,boy,1_to_2_hours,up_to_30_min,1_to_2_hours,up_to_30_min,0,1,0,zero_to_two,0,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
yes,yes,boy,up_to_30_min,2_plus_hours,2_plus_hours,2_plus_hours,1,0,1,more_than_two,1,up_to_1_5_hours,1_5_to_2_hours,up_to_1_5_hours,3_to_3_5_hours,2_to_2_5_hours,2_to_2_5_hours,0,0
yes,yes,boy,,2_plus_hours,1_to_2_hours,,,0,0,more_than_two,0,3_plus_hours,2_5_plus_hours,3_plus_hours,4_plus_hours,,3_plus_hours,1,1
yes,yes,boy,1_to_2_hours,2_plus_hours,up_to_30_min,2_plus_hours,0,0,0,more_than_two,0,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
no,no,boy,1_to_2_hours,1_to_2_hours,up_to_30_min,2_plus_hours,1,1,0,more_than_two,0,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,2_to_2_5_hours,up_to_1_5_hours,0,0
no,yes,boy,2_plus_hours,2_plus_hours,2_plus_hours,2_plus_hours,1,1,1,zero_to_two,1,3_plus_hours,1_5_to_2_hours,up_to_1_5_hours,3_to_3_5_hours,2_to_2_5_hours,up_to_1_5_hours,1,0
yes,yes,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,0,0,0,more_than_two,0,3_plus_hours,1_5_to_2_hours,2_to_2_5_hours,3_to_3_5_hours,up_to_1_5_hours,2_to_2_5_hours,1,0
no,yes,boy,2_plus_hours,1_to_2_hours,1_to_2_hours,1_to_2_hours,1,1,0,,1,up_to_1_5_hours,1_5_to_2_hours,up_to_1_5_hours,up_to_2_5_hours,3_plus_hours,3_plus_hours,0,0
yes,yes,boy,1_to_2_hours,2_plus_hours,1_to_2_hours,up_to_30_min,1,1,1,more_than_two,1,up_to_1_5_hours,2_5_plus_hours,up_to_1_5_hours,up_to_2_5_hours,3_plus_hours,up_to_1_5_hours,0,1
no,yes,boy,1_to_2_hours,up_to_30_min,up_to_30_min,up_to_30_min,1,0,0,more_than_two,1,3_plus_hours,2_5_plus_hours,2_to_2_5_hours,4_plus_hours,3_plus_hours,3_plus_hours,1,1
no,no,boy,1_to_2_hours,up_to_30_min,up_to_30_min,up_to_30_min,1,0,0,zero_to_two,1,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
no,yes,boy,1_to_2_hours,2_plus_hours,up_to_30_min,2_plus_hours,1,1,1,more_than_two,1,2_to_2_5_hours,up_to_1_hour,up_to_1_5_hours,3_to_3_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
,,boy,,,,,,,,,,,,,,,,,
yes,yes,boy,1_to_2_hours,up_to_30_min,up_to_30_min,up_to_30_min,0,0,0,zero_to_two,0,3_plus_hours,2_5_plus_hours,up_to_1_5_hours,4_plus_hours,3_plus_hours,up_to_1_5_hours,1,1
yes,yes,boy,1_to_2_hours,up_to_30_min,1_to_2_hours,up_to_30_min,0,0,1,more_than_two,1,up_to_1_5_hours,2_5_plus_hours,3_plus_hours,up_to_2_5_hours,3_plus_hours,3_plus_hours,0,1
no,yes,boy,up_to_30_min,up_to_30_min,up_to_30_min,up_to_30_min,0,1,0,more_than_two,0,3_plus_hours,2_5_plus_hours,up_to_1_5_hours,4_plus_hours,3_plus_hours,up_to_1_5_hours,1,1
yes,no,boy,1_to_2_hours,up_to_30_min,1_to_2_hours,1_to_2_hours,1,1,1,zero_to_two,1,2_to_2_5_hours,1_5_to_2_hours,up_to_1_5_hours,up_to_2_5_hours,2_to_2_5_hours,up_to_1_5_hours,0,0
,,boy,,,,,,,,,,up_to_1_5_hours,2_5_plus_hours,3_plus_hours,up_to_2_5_hours,3_plus_hours,3_plus_hours,0,1
no,yes,boy,1_to_2_hours,1_to_2_hours,up_to_30_min,1_to_2_hours,1,0,1,more_than_two,0,3_plus_hours,up_to_1_hour,2_to_2_5_hours,3_to_3_5_hours,up_to_1_5_hours,2_to_2_5_hours,1,0
no,yes,boy,1_to_2_hours,up_to_30_min,up_to_30_min,up_to_30_min,1,0,0,more_than_two,1,up_to_1_5_hours,2_5_plus_hours,up_to_1_5_hours,up_to_2_5_hours,3_plus_hours,up_to_1_5_hours,0,1
yes,yes,boy,2_plus_hours,2_plus_hours,1_to_2_hours,2_plus_hours,1,0,0,zero_to_two,0,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,2_to_2_5_hours,0,0
yes,yes,boy,1_to_2_hours,1_to_2_hours,1_to_2_hours,1_to_2_hours,1,0,0,zero_to_two,0,up_to_1_5_hours,2_5_plus_hours,2_to_2_5_hours,3_to_3_5_hours,2_to_2_5_hours,up_to_1_5_hours,0,1
no,yes,boy,1_to_2_hours,up_to_30_min,up_to_30_min,1_to_2_hours,1,1,1,more_than_two,1,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
yes,yes,boy,1_to_2_hours,up_to_30_min,1_to_2_hours,up_to_30_min,0,1,1,more_than_two,1,3_plus_hours,2_5_plus_hours,3_plus_hours,3_to_3_5_hours,3_plus_hours,3_plus_hours,1,1
yes,yes,boy,1_to_2_hours,2_plus_hours,1_to_2_hours,2_plus_hours,0,1,1,more_than_two,1,2_to_2_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
no,yes,boy,up_to_30_min,2_plus_hours,up_to_30_min,1_to_2_hours,0,0,1,more_than_two,1,3_plus_hours,up_to_1_hour,up_to_1_5_hours,3_to_3_5_hours,up_to_1_5_hours,up_to_1_5_hours,1,0
no,yes,boy,1_to_2_hours,up_to_30_min,up_to_30_min,up_to_30_min,0,0,0,more_than_two,1,up_to_1_5_hours,1_5_to_2_hours,up_to_1_5_hours,up_to_2_5_hours,3_plus_hours,2_to_2_5_hours,0,0
no,no,boy,1_to_2_hours,up_to_30_min,up_to_30_min,up_to_30_min,1,1,1,zero_to_two,1,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
yes,no,boy,up_to_30_min,up_to_30_min,up_to_30_min,1_to_2_hours,0,0,1,more_than_two,0,2_to_2_5_hours,2_5_plus_hours,3_plus_hours,up_to_2_5_hours,3_plus_hours,3_plus_hours,0,1
no,yes,boy,1_to_2_hours,2_plus_hours,up_to_30_min,2_plus_hours,0,0,0,zero_to_two,1,2_to_2_5_hours,2_5_plus_hours,3_plus_hours,3_to_3_5_hours,3_plus_hours,2_to_2_5_hours,0,1
yes,yes,boy,1_to_2_hours,2_plus_hours,1_to_2_hours,2_plus_hours,0,1,1,more_than_two,1,up_to_1_5_hours,1_5_to_2_hours,2_to_2_5_hours,up_to_2_5_hours,up_to_1_5_hours,2_to_2_5_hours,0,0
no,yes,boy,1_to_2_hours,1_to_2_hours,up_to_30_min,1_to_2_hours,1,0,0,more_than_two,0,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,2_to_2_5_hours,0,0
yes,no,boy,1_to_2_hours,1_to_2_hours,1_to_2_hours,1_to_2_hours,1,1,1,zero_to_two,1,up_to_1_5_hours,up_to_1_hour,up_to_1_5_hours,up_to_2_5_hours,up_to_1_5_hours,up_to_1_5_hours,0,0
yes,yes,boy,2_plus_hours,1_to_2_hours,up_to_30_min,up_to_30_min,1,0,0,more_than_two,0,2_to_2_5_hours,up_to_1_hour,up_to_1_5_hours,3_to_3_5_hours,2_to_2_5_hours,2_to_2_5_hours,0,0
no,yes,boy,1_to_2_hours,1_to_2_hours,up_to_30_min,1_to_2_hours,1,1,0,more_than_two,1,2_to_2_5_hours,2_5_plus_hours,up_to_1_5_hours,up_to_2_5_hours,3_plus_hours,up_to_1_5_hours,0,1
no,yes,boy,1_to_2_hours,1_to_2_hours,1_to_2_hours,1_to_2_hours,1,0,0,more_than_two,1,up_to_1_5_hours,1_5_to_2_hours,2_to_2_5_hours,up_to_2_5_hours,up_to_1_5_hours,2_to_2_5_hours,0,0
